Mutant ID,Munatnt Operator,Reference,Explanation,BugID,Bug identification,Patch
no,no,no,"Multi-line edits and complex structural changes. The patch has 14 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid231,Karma,"diff --git a/lib/runner.js b/lib/runner.js
index 5f3c264..d09f537 100644
--- a/lib/runner.js
+++ b/lib/runner.js
@@ -10,24 +10,23 @@ var parseExitCode = function (buffer, defaultCode, failOnEmptyTestSuite) {
   var tailPos = buffer.length - Buffer.byteLength(constant.EXIT_CODE) - 2
 
   if (tailPos < 0) {
-    return defaultCode
+    return {exitCode: defaultCode, buffer: buffer}
   }
 
   // tail buffer which might contain the message
   var tail = buffer.slice(tailPos)
   var tailStr = tail.toString()
   if (tailStr.substr(0, tailStr.length - 2) === constant.EXIT_CODE) {
-    tail.fill('\x00')
     var emptyInt = parseInt(tailStr.substr(-2, 1), 10)
     var exitCode = parseInt(tailStr.substr(-1), 10)
     if (failOnEmptyTestSuite === false && emptyInt === 0) {
       log.warn('Test suite was empty.')
-      return 0
+      exitCode = 0
     }
-    return exitCode
+    return {exitCode: exitCode, buffer: buffer.slice(0, tailPos)}
   }
 
-  return defaultCode
+  return {exitCode: defaultCode, buffer: buffer}
 }
 
 // TODO(vojta): read config file (port, host, urlRoot)
@@ -50,8 +49,9 @@ exports.run = function (config, done) {
 
   var request = http.request(options, function (response) {
     response.on('data', function (buffer) {
-      exitCode = parseExitCode(buffer, exitCode, config.failOnEmptyTestSuite)
-      process.stdout.write(buffer)
+      var parsedResult = parseExitCode(buffer, exitCode, config.failOnEmptyTestSuite)
+      exitCode = parsedResult.exitCode
+      process.stdout.write(parsedResult.buffer)
     })
 
     response.on('end', function () {
"
Variable Assignment (VA),VA[],PIT and Major,variable assignment inserted,bid232,Karma,"diff --git a/lib/reporter.js b/lib/reporter.js
index 546571d..5caedae 100644
--- a/lib/reporter.js
+++ b/lib/reporter.js
@@ -9,6 +9,7 @@ var baseReporterDecoratorFactory = require('./reporters/base').decoratorFactory
 
 var createErrorFormatter = function (config, emitter, SourceMapConsumer) {
   var basePath = config.basePath
+  var urlRoot = config.urlRoot || ''
   var lastServedFiles = []
 
   emitter.on('file_list_modified', function (files) {
@@ -26,6 +27,7 @@ var createErrorFormatter = function (config, emitter, SourceMapConsumer) {
 
   var URL_REGEXP = new RegExp('(?:https?:\\/\\/' +
     config.hostname + '(?:\\:' + config.port + ')?' + ')?\\/?' +
+    urlRoot + '\\/?' +
     '(base/|absolute)' + // prefix, including slash for base/ to create relative paths.
     '((?:[A-z]\\:)?[^\\?\\s\\:]*)' + // path
     '(\\?\\w*)?' + // sha
"
Modification of Return Value (MRV),MRV[],PIT and Major,"The patch modifies the value returned by a return statement. Therefore, it corresponds to Modification of Return Value.",bid233,Karma,"diff --git a/lib/watcher.js b/lib/watcher.js
index ce76e37..78ae30a 100644
--- a/lib/watcher.js
+++ b/lib/watcher.js
@@ -8,7 +8,9 @@ var DIR_SEP = require('path').sep;
 
 // Get parent folder, that be watched (does not contain any special globbing character)
 var baseDirFromPattern = function(pattern) {
-  return pattern.replace(/\/[^\/]*[\*\(].*$/, '') || '/';
+  return pattern.replace(/\/[^\/]*\*.*$/, '')           // remove parts with *
+                .replace(/\/[^\/]*[\!\+]\(.*$/, '')     // remove parts with !(...) and +(...)
+                .replace(/\/[^\/]*\)\?.*$/, '') || '/'; // remove parts with (...)?
 };
 
 var watchPatterns = function(patterns, watcher) {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 57 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid234,Karma,"diff --git a/lib/watcher.js b/lib/watcher.js
index a6055bb..232ffa8 100644
--- a/lib/watcher.js
+++ b/lib/watcher.js
@@ -17,13 +17,7 @@ var watchPatterns = function(patterns, watcher) {
   var uniqueMap = {};
   var path;
 
-  patterns.forEach(function(patternObject) {
-    var pattern = patternObject.pattern;
-
-    if (!patternObject.watched) {
-      return;
-    }
-
+  patterns.forEach(function(pattern) {
     path = baseDirFromPattern(pattern);
     if (!uniqueMap[path]) {
       uniqueMap[path] = true;
@@ -42,27 +36,50 @@ var watchPatterns = function(patterns, watcher) {
   });
 };
 
-// Function to test if an item is on the exclude list
-// and therefore should not be watched by chokidar
-// TODO(vojta): ignore non-matched files as well
-var createIgnore = function(excludes) {
-  return function(item) {
-    var matchExclude = function(pattern) {
-      log.debug('Excluding %s', pattern);
-      return mm(item, pattern, {dot: true});
-    };
-    return excludes.some(matchExclude);
+// Function to test if a path should be ignored by chokidar.
+var createIgnore = function(patterns, excludes) {
+  return function(path, stat) {
+    if (!stat || stat.isDirectory()) {
+      return false;
+    }
+
+    // Check if the path matches any of the watched patterns.
+    if (!patterns.some(function(pattern) {
+      return mm(path, pattern, {dot: true});
+    })) {
+      return true;
+    }
+
+    // Check if the path matches any of the exclude patterns.
+    if (excludes.some(function(pattern) {
+      return mm(path, pattern, {dot: true});
+    })) {
+      return true;
+    }
+
+    return false;
   };
 };
 
+var onlyWatchedTrue = function(pattern) {
+  return pattern.watched;
+};
+
+var getWatchedPatterns = function(patternObjects) {
+  return patternObjects.filter(onlyWatchedTrue).map(function(patternObject) {
+    return patternObject.pattern;
+  });
+};
+
 exports.watch = function(patterns, excludes, fileList) {
+  var watchedPatterns = getWatchedPatterns(patterns);
   var options = {
     ignorePermissionErrors: true,
-    ignored: createIgnore(excludes)
+    ignored: createIgnore(watchedPatterns, excludes)
   };
   var chokidarWatcher = new chokidar.FSWatcher(options);
 
-  watchPatterns(patterns, chokidarWatcher);
+  watchPatterns(watchedPatterns, chokidarWatcher);
 
   var bind = function(fn) {
     return function(path) {
diff --git a/package.json b/package.json
index 48f127a..0c2c5a1 100644
--- a/package.json
+++ b/package.json
@@ -90,7 +90,7 @@
   ""dependencies"": {
     ""di"": ""~0.0.1"",
     ""socket.io"": ""~0.9.13"",
-    ""chokidar"": ""~0.6"",
+    ""chokidar"": ""~0.7.0"",
     ""glob"": ""~3.1.21"",
     ""minimatch"": ""~0.2"",
     ""http-proxy"": ""~0.10"",
"
Method Parameter Modification (MPM),MPM[],PIT and Major,"The patch modifies the argument list of an existing method/function call. Therefore, it corresponds to Method Parameter Modification.",bid235,Karma,"diff --git a/lib/preprocessor.js b/lib/preprocessor.js
index 4e14718..3d7db2a 100644
--- a/lib/preprocessor.js
+++ b/lib/preprocessor.js
@@ -52,6 +52,7 @@ var createPreprocessor = function(config, basePath, injector) {
       if (!preprocessors.length) {
         file.contentPath = null;
         file.content = content;
+        file.sha = sha1(content);
         return done();
       }
 
@@ -93,7 +94,6 @@ var createPreprocessor = function(config, basePath, injector) {
       if (err) {
         throw err;
       }
-      file.sha = sha1(buffer);
       nextPreprocessor(null, thisFileIsBinary ? buffer : buffer.toString());
     });
   };
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 18 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid236,Karma,"diff --git a/lib/middleware/karma.js b/lib/middleware/karma.js
index c68261e..6836af5 100644
--- a/lib/middleware/karma.js
+++ b/lib/middleware/karma.js
@@ -83,7 +83,7 @@ var createKarmaMiddleware = function(filesPromise, serveStaticFile,
               filePath = filePathToUrlPath(filePath, basePath);
 
               if (requestUrl === '/context.html') {
-                filePath += '?' + file.mtime.getTime();
+                filePath += '?' + file.sha;
               }
             }
 
@@ -98,7 +98,7 @@ var createKarmaMiddleware = function(filesPromise, serveStaticFile,
           var mappings = files.served.map(function(file) {
             var filePath = filePathToUrlPath(file.path, basePath);
 
-            return util.format('  \'%s\': \'%d\'', filePath, file.mtime.getTime());
+            return util.format('  \'%s\': \'%s\'', filePath, file.sha);
           });
 
           mappings = 'window.__karma__.files = {\n' + mappings.join(',\n') + '\n};\n';
diff --git a/lib/preprocessor.js b/lib/preprocessor.js
index 3743ad1..76caaa0 100644
--- a/lib/preprocessor.js
+++ b/lib/preprocessor.js
@@ -53,13 +53,15 @@ var createPreprocessor = function(config, basePath, injector) {
       }
     }
 
-    if (preprocessors.length) {
-      return fs.readFile(file.originalPath, function(err, buffer) {
-        nextPreprocessor(buffer.toString());
-      });
-    }
+    // compute SHA of the content
+    preprocessors.push(function(content, file, done) {
+      file.sha = sha1(content);
+      done(content);
+    });
 
-    return process.nextTick(done);
+    return fs.readFile(file.originalPath, function(err, buffer) {
+      nextPreprocessor(buffer.toString());
+    });
   };
 };
 createPreprocessor.$inject = ['config.preprocessors', 'config.basePath', 'injector'];
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 30 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid237,Karma,"diff --git a/lib/launchers/Base.js b/lib/launchers/Base.js
index d91fef5..dad0086 100644
--- a/lib/launchers/Base.js
+++ b/lib/launchers/Base.js
@@ -26,6 +26,7 @@ var BaseBrowser = function(id, emitter, captureTimeout, retryLimit) {
 
   this.start = function(url) {
     capturingUrl = url;
+    self.state = BEING_CAPTURED;
 
     try {
       log.debug('Creating temp dir at ' + self._tempDir);
@@ -33,7 +34,6 @@ var BaseBrowser = function(id, emitter, captureTimeout, retryLimit) {
     } catch (e) {}
 
     self._start(capturingUrl + '?id=' + self.id);
-    self.state = BEING_CAPTURED;
 
     if (captureTimeout) {
       setTimeout(self._onTimeout, captureTimeout);
@@ -104,13 +104,35 @@ var BaseBrowser = function(id, emitter, captureTimeout, retryLimit) {
     self._process = spawn(cmd, args);
 
     var errorOutput = '';
-    self._process.stderr.on('data', function(data) {
-      errorOutput += data.toString();
-    });
 
     self._process.on('close', function(code) {
       self._onProcessExit(code, errorOutput);
     });
+
+    self._process.on('error', function(err) {
+      if (err.code === 'ENOENT') {
+        retryLimit = 0;
+        errorOutput = 'Can not find the binary ' + cmd + '\n\t' +
+                      'Please set env variable ' + self.ENV_CMD;
+      } else {
+        errorOutput += err.toString();
+      }
+    });
+
+    // Node 0.8 does not emit the error
+    if (process.versions.node.indexOf('0.8') === 0) {
+      self._process.stderr.on('data', function(data) {
+        var msg = data.toString();
+
+        if (msg.indexOf('No such file or directory') !== -1) {
+          retryLimit = 0;
+          errorOutput = 'Can not find the binary ' + cmd + '\n\t' +
+                        'Please set env variable ' + self.ENV_CMD;
+        } else {
+          errorOutput += msg;
+        }
+      });
+    }
   };
 
 
"
MCR,"SI[],MCR[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 5 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid238,Karma,"diff --git a/lib/server.js b/lib/server.js
index a5dbe74..0c91bdb 100644
--- a/lib/server.js
+++ b/lib/server.js
@@ -184,6 +184,7 @@ Server.prototype._start = function (config, launcher, preprocess, fileList,
       var noLoadErrors = self.loadErrors.length
       if (noLoadErrors > 0) {
         self.log.error('Found %d load error%s', noLoadErrors, noLoadErrors === 1 ? '' : 's')
+        process.exitCode = 1
         process.kill(process.pid, 'SIGINT')
       }
     })
@@ -392,7 +393,9 @@ Server.prototype._start = function (config, launcher, preprocess, fileList,
     })
   }
 
-  processWrapper.on('SIGINT', disconnectBrowsers)
+  processWrapper.on('SIGINT', function () {
+    disconnectBrowsers(process.exitCode)
+  })
   processWrapper.on('SIGTERM', disconnectBrowsers)
 
   // Handle all unhandled exceptions, so we don't just exit but
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 12 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid239,Karma,"diff --git a/lib/file-list.js b/lib/file-list.js
index 3878df9..db83167 100644
--- a/lib/file-list.js
+++ b/lib/file-list.js
@@ -221,14 +221,14 @@ Object.defineProperty(List.prototype, 'files', {
       return pattern.served
     })
     .map(function (p) {
-      return from(self.buckets.get(p.pattern)).sort(byPath)
+      return from(self.buckets.get(p.pattern) || []).sort(byPath)
     })
 
     var included = this._patterns.filter(function (pattern) {
       return pattern.included
     })
     .map(function (p) {
-      return from(self.buckets.get(p.pattern)).sort(byPath)
+      return from(self.buckets.get(p.pattern) || []).sort(byPath)
     })
 
     var uniqFlat = function (list) {
diff --git a/lib/middleware/common.js b/lib/middleware/common.js
index 84da281..b098790 100644
--- a/lib/middleware/common.js
+++ b/lib/middleware/common.js
@@ -9,7 +9,7 @@ var PromiseContainer = function () {
   var promise
 
   this.then = function (success, error) {
-    return promise.then(success, error)
+    return promise.then(success).catch(error)
   }
 
   this.set = function (newPromise) {
diff --git a/lib/web-server.js b/lib/web-server.js
index f607ba2..139b5e3 100644
--- a/lib/web-server.js
+++ b/lib/web-server.js
@@ -29,12 +29,16 @@ var createCustomHandler = function (customFileHandlers, /* config.basePath */ ba
 
 createCustomHandler.$inject = ['customFileHandlers', 'config.basePath']
 
-var createWebServer = function (injector, emitter) {
+var createWebServer = function (injector, emitter, fileList) {
   var config = injector.get('config')
   var serveStaticFile = common.createServeFile(fs, path.normalize(__dirname + '/../static'))
   var serveFile = common.createServeFile(fs)
   var filesPromise = new common.PromiseContainer()
 
+  // Set an empty list of files to avoid race issues with
+  // file_list_modified not having been emitted yet
+  filesPromise.set(Promise.resolve(fileList.files))
+
   emitter.on('file_list_modified', function (files) {
     filesPromise.set(Promise.resolve(files))
   })
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 60 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid240,Karma,"diff --git a/lib/middleware/common.js b/lib/middleware/common.js
index 4a3dea1..3f2c9a9 100644
--- a/lib/middleware/common.js
+++ b/lib/middleware/common.js
@@ -4,6 +4,7 @@
 
 var mime = require('mime')
 var _ = require('lodash')
+var parseRange = require('range-parser')
 
 var log = require('../logger').create('web-server')
 
@@ -33,41 +34,35 @@ var createServeFile = function (fs, directory, config) {
     var responseData
 
     var convertForRangeRequest = function () {
-      // If the header is invalid, ignore
-      if (!rangeHeader.startsWith('bytes=')) {
+      var range = parseRange(responseData.length, rangeHeader)
+      if (range === -2) {
+        // malformed header string
         return 200
-      }
-
-      responseData = new Buffer(responseData)
-
-      var ranges = rangeHeader.substr(6)
-      if (ranges.indexOf(',') >= 0) {
-        // Multiple ranges are not supported.
+      } else if (range === -1) {
+        // unsatisfiable range
         responseData = new Buffer(0)
-        return 416  // Requested range not satisfiable
-      }
-      var parts = /^([0-9]*)-([0-9]*)$/.exec(ranges)
-      if (!parts || (!parts[1] && !parts[2])) {
-        return 200
-      }
-      var start, end
-      if (parts[1]) {
-        start = Number(parts[1])
-        end = parts[2] ? Number(parts[2]) : responseData.length
-      } else {
-        end = responseData.length
-        start = responseData.length - Number(parts[2])
-      }
-      if (end <= start) {
-        responseData = new Buffer(0)
-        return 416  // Requested range not satisfiable
+        return 416
+      } else if (range.type === 'bytes') {
+        responseData = new Buffer(responseData)
+        if (range.length === 1) {
+          var start = range[0].start
+          var end = range[0].end
+          response.setHeader(
+            'Content-Range',
+            'bytes ' + start + '-' + end + '/' + responseData.length
+          )
+          response.setHeader('Accept-Ranges', 'bytes')
+          response.setHeader('Content-Length', end - start + 1)
+          responseData = responseData.slice(start, end + 1)
+          return 206
+        } else {
+          // Multiple ranges are not supported. Maybe future?
+          responseData = new Buffer(0)
+          return 416
+        }
       }
-
-      response.setHeader(
-          'Content-Range',
-          'bytes ' + start + '-' + end + '/' + responseData.length)
-      responseData = responseData.slice(start, end + 1)
-      return 206
+      // All other states, ignore
+      return 200
     }
 
     if (directory) {
diff --git a/package.json b/package.json
index 8873a1f..208ce32 100644
--- a/package.json
+++ b/package.json
@@ -314,6 +314,7 @@
     ""minimatch"": ""^3.0.0"",
     ""optimist"": ""^0.6.1"",
     ""qjobs"": ""^1.1.4"",
+    ""range-parser"": ""^1.2.0"",
     ""rimraf"": ""^2.3.3"",
     ""socket.io"": ""1.4.7"",
     ""source-map"": ""^0.5.3"",
"
